doc_id,text
DOC_01940,"Shouldn't have. But he may need to see the shrink about why he wanted to kill himself. Depressed people can be succesfully treated usually. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
DOC_01941,"Hi Everyone :: I am looking for some software called SHADOW as far as I know its a simple raytracer used in the visualization of synchrotron beam lines. Now we have an old version of the program here ,but unfortunately we don't have any documentation if anyone knows where I can get some docs, or maybe a newer version of the program or even another program that does the same sort of thing I would love to hear from you. PS I think SHADOW was written by a F Cerrina? Anyone any ideas?"
DOC_01942,"Here in Nanaimo (on Vancouver Island, for you furriners out there) we got the ABC coverage on KOMO. It probably depends on your cable company. I started off switching between the CBC and ABC broadcasts, but finally settled on ABC. I can't stand Don Whitman, and Al Michaels was doing a decent job. He followed the play pretty well, knew all the players' names, and only made a couple of ""rookie"" mistakes that I noticed. One thing that surprised me is that they never once attempted to explain the offside rule. Am-I-paranoid-or-is-this-really-happening department: There were no fights in the game, but there were a couple of occasions where it looked like a fight was about to start. Both times ABC cut away to show a closeup of a coach or McNall or something. Has ABC decided to adopt the ""Spicer policy?"""
DOC_01943,"It's great that all these other cars can out-handle, out-corner, and out- accelerate an Integra. But, you've got to ask yourself one question: do all these other cars have a moonroof with a sliding sunshade? No wimpy pop-up sunroofs or power sliding roofs that are opaque. A moonroof that can be opened to the air, closed to let just light in, or shaded so that nothing comes in. You've just got to know what's important :^)."
DOC_01944,"--Minnesota definitely deserves an NHL franchise!!! You'll see the Minnesota Whalers pretty soon, so fear not Minnesota fans. No Norm Green, 'cept for the team color (sorry, bad pun!) --What a difference two years makes! Minnesota finished 29-37-14 in 1992 and made the finals. They finish with a better record at 38-38-10 thi year and move to Dallas. Every team in the playoffs has a winning record!!! Finally!!! It's about time, NHL!!!"
DOC_01945,"Trashy move from a trashy organization. After the front office stated that nobody would lose their job over the Sens. poor performance, Bridgeman is gone within 24 hours of the teams final game. Yes...I know he screwed up letting the King's grab Loach. Sexton's qualifications (aside from being cheap)?? - he played some US college hockey, - he's pals with club president Bruce Firestone. Just the kind of experience you need when trying to build an expansion franchise. He'll probably be in the Hall of Fame next year! :-) This continues a tradition of front office gaffs: - Paul Anka and the arena deal - Denis Potvin and the GM postion - Mike Bossy and the scoring coach. How do people in Ottawa feel about how the club is being run??"
DOC_01946,"Feasability study?? What a wimp!! While you are studying, others would be doing. Too damn many engineers doing way too little engineering. ""He who sits on his arse sits on his fortune"" - Sir Richard Francis Burton"
DOC_01947,"Peanut butter was definitely my favorite. I don't think I ever took a second bite of the strawberry. I recently joined Nutri-System and their ""Chewy Fudge Bar"" is very reminicent of the chocolate Space Food. This is the only thing I can find that even comes close the taste. It takes you back... your taste-buds are happy and your intestines are in knots... joy! -- mark ---------------------------- (adam@paix.sw.stratus.com) | My opinions are not those of Stratus. | Hell! I don`t even agree with myself!"
DOC_01948,"MSG is mono sodium glutamate, a fairly straight forward compound. If it is pure, the source should not be a problem. Your comment suggests that impurities may be the cause. My experience of MSG effects (as part of a double blind study) was that the pure stuff caused me some rather severe effects. Soya bean, fermented cheeses, mushrooms all contain MSG."
DOC_01949,"You know what Frank? It's not David Poile's fault that the Caps have mired in mediocrity for so long. Blame it on the owner, Abe Polin! This guy owns both the NBA's Bullets and the NHL's Capitals. How dumb and selfish could this guy be? He's unwilling to spend the bucks in order to get a big star to Landover...no wonder both teams STINK! I've heard that the Capitals had a chance to get Detroit's Steve Yzerman last summer but they pulled out at the last minute. Why? Because our good man, Abe, is afraid to spend the cash! Nevertheless, I'm still faithful and hoping that one day this devilish dictator will be replaced."
DOC_01950,"-*---- Cross-posted and with followups directed to talk.politics.theory. -*---- In other words, we should jail people who say the wrong things. In this advocacy, we can see a truly ugly meme. Does Mark Robert Thorson advocate jailing himself?"
DOC_01951,"ARIANESPACE FLIGHT 56 (Flight V.56 was originally intended to carry the Hughes HS-601 series Galaxy IV satellite, but the payload was withdrawn just prior to flight.) The 56th Ariane launch is now scheduled to place the ASTRA 1C and ARSENE satellites into an improved geostationary transfer orbit (GTO), with inclination reduced to 5 degrees and apogee altitude increased by 150 km. This will be the 28th launch of an Ariane 4 and the first in the 42L configuration, with 2 liquid strap-on boosters (PAL). It will be launched from the newly refurbished Ariane launch complex ELA 2, in Kourou - French Guiana. The launch vehicle performance requirement for this mission is 3,147 kg of which 2,944 kg represents the satellite mass. The total vehicle mass at liftoff is 361,778 kg. Required Orbit Characteristics: Perigee Altitude ..... 200 km Apogee Altitude ...... 36,160 km at injection Inclination .......... 5 degrees The Ariane 42L lift-off for Flight 56 is scheduled on Thursday, April 29, 1993, as soon as possible within the following launch window: Kourou Time GMT (04/30/93) Washington, DC 21:52 - 22:50 00:52 - 01:50 20:52 - 21:50 LAUNCH VEHICLE: Ariane 42L. This is a three-stage liquid fueled launcher with two liquid fueled strap-on boosters. The first stage (L220) is built by Aerospatiale, and is powered by 4 liquid fueled Viking V engines. The second stage (L33) is built by MBB Erno and is powered by a single Viking IV engine. Both the Viking IV and V engines are manufactured by SEP. The first and second stages use a biliquid UH25/N2O4 fuel. The third stage (H10) is built by Aerospatiale, and is powered by a cryogenic H2/O2 fueled HM-7B engine built by SEP. The two strap-on boosters (PAL) are each powered by a Viking VI engine, also built by SEP, which use the same biliquid fuel as the first and second stages. The fully assembled launch vehicle stands 56 meters high on the pad. It uses the Type 01 Ariane Short payload fairing. Flight Profile: +02:21 Liquid strap-on booster jettison +03:11 First stage separation +03:18 Second stage ignition +04:10 Fairing jettison +05:21 Second stage separation +05:26 Third stage ignition +17:30 Third stage shutdown / orbit injection +19:56 ASTRA 1C separation +22:36 Cyclade adapter separation +24:26 ARSENE separation +28:47 End of Ariane mission 56 PAYLOADS: ASTRA 1C is the third spacecraft in the fleet of ""Societe Europeenne des Satellites"" to broadcast direct TV to homes all over Europe. Built by Hughes, it will be the second HS-601 launched by Ariane. Total mass at lift-off .... 2,790 kg Mass at GEO insertion ..... 1,700 kg Dry mass .................. 1,180 kg On-board power ............ 3,300 W (end of life) Nominal lifetime .......... 15 years Span of solar panels ...... 21 m On-Orbit position ......... 19.2 degrees east, over Africa. Transmission capacity: 34 channels in Ku-band, via 18 transponders. In-flight operations: Solar array deployment ............ about 6 days after lift-off First of 3 apogee motor firings ... about 40 hours after lift-off at 4th apogee ARSENE is the first spacecraft built by the European Space Industry for the benefit of the world amateur radio community. Total mass at lift-off .... 154 kg Mass at GEO insertion ..... 98 kg Dry mass .................. 97 kg On-board power ............ 42 W (end of life) Nominal lifetime .......... 3 years Spacecraft dimensions ..... 1.1m x .96m Orbital parameters ........ 20000/36000 km, 0 inclination, period 17:30. Transmission capacity: S-band: 1 transponder at 2.446 ghz VHF/UHF: 145/435 mhz LAUNCH COVERAGE: All Ariane missions are broadcast live via satellite from Kourou. Coverage begins at 30 minutes before launch and continues until all payloads have been deployed. This mission will likely be carried in the US on Galaxy 6, however it could be Galaxy 7 or another satellite. (What is the European satellite normally used for Ariane coverage?)"
DOC_01952,"Would someone please send me James Oberg's email address, if he has one and if someone reading this list knows it? I wanted to send him a comment on something in his terraforming book. Paul F. Dietz dietz@cs.rochester.edu"
DOC_01953,"Ah yes. California. Did the San Francisco Bay area media report that Joe Montana is rumoured to be the leading candidate to replace fired San Jose Sharks coach George Kingston? Apparently Montana is not only coveted for his winning attitude, but as a playing coach he will be expected to quarterback the powerplay. Good thing those walls are so soft, eh Rollie? --"
DOC_01954,"Food poisoning is only one of the many possible causes. Yes, even other people share the food. Boy, you computer people only know 1s and 0s, but not much about logic. :-) No. I did not said MSG was not the culprit. What I argued was that that there was enough reasonable doubt to convict MSG. If you want to convict MSG, show me the evidence, not quilty by suspicion. Nobody is forcing you to change what you believe. But I certainly don't want to see somebody preach to ban pepper because that makes him/her sneeze. That is exactly what some anti-MSG activitiests are doing Look, people with a last Chen don't necessarily own a Chinese restaurant. I am not interested if you enjoy Chinese food or not. Exploiting my last name to discredit me on the issue is hitting below the belt. What I am interested in is the truth. Let me give you an excert from a recent FDA hearing: ``There is no evidence orally consumed glutamate has any effect on the brain,'' said Dr. Richard Wurtman of Massachusetts Institute of Technology. The anecdotal experiences of individuals is ``superstition, not science,'' he said. ``I don't think glutamate has made them sick.'' And Dr. Robert Kenney of George Washington University conducted an double blind test in 1980 showing that the 35 people who reacted to MSG also had similar reaction when they thought they had MSG but actually not. Although there are many contradicting personal stories told in this group, some of them might have been due to other causes. But because the anti MSG emotion runs so high, that some blame it for anything and everything. My purpose is to present a balance view on the issue, although I am probably 20-1 outnumbered."
DOC_01955,"Well, first you work out how much cold gas you need, then make the tanks big enough. Working out how much cold gas is another problem, depending on vehicle configuration, flight duration, thruster Isp (which couples into storage pressure, which may be a factor in selecting tank wall thickness etc.)"
DOC_01956,"MLB is perfectly willing to take players from Cuba. They just have to defect first. Sort of like the situation used to be with Russian/Czech/etc hockey players, until the political situation in those countries changed."
DOC_01957,"Well the European Manta and US GT have entirely different bodies. There is little or no chance that they are the same. The Manta went through several generations as the coupe version of the Ascona and was OK in its time. Not true. The Kadett has been in and out of the US market over the years. The LeMans (old Kadett) is only the latest version. Craig Different Cars. One looks like a sports-car, the other is a coupe."
DOC_01958,"Good story, Chuck, but it won't wash. I have read the NY Acad Sci one (and have it). This AM I couldn't find any reference to ""weight rebound"". I'm not saying it isn't there, but since you cited it, it is your responsibility to show me where it is in there. There is no index. I suspect you overstepped your knowledge base, as usual. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
DOC_01959,": Has anyone ever heard of a food product called ""Space Food Sticks?"" I remember those awful things. They were dry and crumbly, and I recall asking my third-grade teacher, Miss G'Francisco, how they kept the crumbs from floating around in zero-G. She had no clue. I have not seen anything like them in today's space program. Some Apollo technology is best forgotten. -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office kjenks@gothamcity.jsc.nasa.gov (713) 483-4368"
DOC_01960,"Joint Press release ESA/UN No 18-93 Paris, 19 April 1993 UN/ESA joint training course on satellite applications to be held in Italy, 19-30 April The United Nations and the European Space Agency (ESA) are jointly organising a training course on the applications of satellite data gathered by the European Remote Sensing Satellite (ERS-1), to be held in Frascati, Italy, from 19 to 30 April. The training course will discuss the applications of satellite data concerning natural resources, renewable energy and the environment. The training course, organised for the benefit of francophone African experts, will be hosted by ESRIN, the European Space Agency's establishment in Frascati, which is responsible for coordination with the users of data from ESA's remote sensing satellite. Twenty-four experts in the field of remote sensing, selected from 19 francophone countries from northern, western and central Africa, and three regional African centres, will attend the two-week session. The course will focus on remote sensing techniques and data applications, particularly ERS-1 data. The ERS-1 satellite, developed by ESA and launched in 1991 with the European Ariane launcher, carries an advanced radar instrument and is the first in a series of radar remote sensing missions that will ensure availability of data beyond the year 2000. The aim of the training course is to increase the potential of experts using the practical applications of radar remote sensing systems to natural resources, renewable energy and the environment, with particular emphasis on applications to geology and mineral prospecting, oceanography and near- coastal areas, agriculture, forestry and meteorology. The education and practical training programme was developed jointly by the United Nations and ESA. The facilities and the technical support, as well as lecturers and information documents for the training course, will be provided by the Agency. Lecturers at the training course will include high-level experts from other European and African organisations active in remote sensing applications. Funds for the training course are being provided by the United Nations Trust Fund for New and Renewable Sources of Energy; the primary contributor to that Fund is the Government of Italy."
DOC_01961,"I might suggest giving the management some more mumble time by asking the very leading question (in two or three parts) What are your long term expectations of space market, what projects specifically are they funding by internal funds and at what levels and what competition do you expect in this area. (This last point is always worth hitting upper management with ""gently"" if you want them to think and as hard as you can if you have a good case that there really is competion)"
DOC_01962,">You can also swab the inside of your nose with Bacitracin using a >Q tip. Bacitracin is an antibiotic that can be bought OTC as an >ointment in a tube. The doctor I listen to on the radio says to apply >it for 30 days, while you are taking other antibiotics by mouth. I have a new doctor who gave me a prescription today for something called Septra DS. He said it may cause GI problems and I have a sensitive stomach to begin with. Anybody ever taken this antibiotic. Any good? Suggestions for avoiding an upset stomach? Other tips? I've taken Septra. My daughter has taken it many times for ear infections. It works sometimes. It is a sulfa drug. About the only problem I found was that I'm sensitive and developed a rash after nine days of a ten day course. No more Septra for me. My doctor was remiss in not telling me to watch out for a rash. I was quite in the dark and didn't realize that it could be a drug reaction. No harm done though. Doug"
DOC_01963,"Anybody got any good/bad experience with selling their car through one of those car hunters? I'm selling a 1991 Dodge Stealth R/T and I was contacted by this company called the Markham group based out of Illinois. They said they have 7-10 buyers in my area interested in my car or they wouldn't be talking to me. They talked to me for a good 20 minutes asking everything about my car and said they could sell it no problem. They guaranteed that if they didn't sell my car in 75 days, I would get my money back ($389) and since I charged it, I'm protected by federal law which states that if I'm not satisfied, I would get a refund (which is true). They federal expressed all the paperwork to me which had a contract stating their policy about the 75 days and such."
DOC_01964,"Does the Bates method work? I first heard about it in this newsgroup several years ago, and I have just got hold of a book, ""How to improve your sight - simple daily drills in relaxation"", by Margaret D. Corbett, ('Authorized instructor of the Bates method), published in 1953. It talks about vision improvement by relaxation and exercise. Has there been any study on whether this method actually works? If it works, is it by actually shortening the previously elongated eyeball, or by increasing the lens's ability to flatten itself in order to compensate for the too-long eyeball? Since myopia is the result of eyeball elongation, seems to me the most logical approach for correction is to find a way to reverse the process, i.e., shorten it somehow (preferably non-surgically). Has there been any recent studies on this? Where can I find them? I know RK works by changing the curvature of the cornea to compensate for the shape of eyeball, but if there is a way to train the muscles to shorten the eyeball back to its correct length that would be even better (Bates's idea, right?)"
DOC_01965,"On 20-Apr-93 in Don Cherry - Coach's Corner.. This clip was shown on local news in Pittsburgh last night (KDKA), complete with animated sarcasm by the sportscaster. It's the second time Cherry has been shown on local Pittsburgh news in the last couple of weeks. Both times he was blasting Lemieux. ==================================================================== Jim Murawski Sr. Software Engineer (412) 268-2650 [office] Administrative Computing and (412) 268-6868 [fax] Information Services jjm+@andrew.cmu.edu Carnegie Mellon University Office: UCC 155 4910 Forbes Avenue Pittsburgh, PA 15213-3890 ""Le Mieux! Le Magnifique! Soixante Six! Claude...NON!"""
DOC_01966,"Although not in direct response to the referenced article, just to set the record straight, Beamers are BMW motorcycles. BMW cars are Bimmers. Please, let's get our terms straight. Actually, some purists would argue that the only true Bimmer is a round tail light 2002 or 1600."
DOC_01967,"I recently bought a pack of prospect hockey cards which had various players that were coming into the NHL. I got this particular card of a Russian named Viktor Kozlov. It says ""many scouts believe he will be the #1 pick in 1993"". Another guy is quoted as saying ""He's as good as Mario Lemieux"". Anyone know who this guy is?????"
DOC_01968,"The biggest hurdle for automatics (IMHO) is not shifting speed per se, but rather the transmission's reaction speed when you try to force it to shift manually. This was the biggest fault with the Subaru ECVT -- it took SOOOOOO LONNNNNNNNGGGGG for the tranny to find the right ratio. The sales propaganda says the Saturn automatic is effectively an electronically-shifted manual. Might this mean that Saturn has conquered the problem? (I dunno, only driven Saturn 5-speeds) INPUT, PLEASE!"
DOC_01969,Archie told me the following sites holding documentation about DXF: Host nic.funet.fi (128.214.6.100) Last updated 15:11 7 Apr 1993 Location: /pub/csc/graphics/format FILE rwxrwxr-- 95442 Dec 4 1991 dxf.doc Host rainbow.cse.nau.edu (134.114.64.24) Last updated 17:09 1 Jun 1992 Location: /graphics/formats FILE rw-r--r-- 95442 Mar 23 23:31 dxf.doc Host ftp.waseda.ac.jp (133.9.1.32) Last updated 00:47 5 Apr 1993 Location: /pub/data/graphic FILE rw-r--r-- 39753 Nov 18 1991 dxf.doc.Z
DOC_01970,"Hi, well I have opened up a FTP site for getting the latest software drivers for Genoa graphics cards. Here is how to access it: ftp 192.109.42.11 login:ftp password:ftp cd pub/genoa ls -l binary prompt hash (now if you wanna have the latest drivers for the 7900 board) cd 7000series mget * quit This is the sequence to get the drivers. If you have any further question, please email me."
DOC_01971,"Okay here is what I have so far: Have a group (any size, preferibly small, but?) send a human being to the moon, set up a habitate and have the human(s) spend one earth year on the moon. Does that mean no resupply or ?? Need to find atleast $1billion for prize money. Contest open to different classes of participants. New Mexico State has semi-challenged University of Alaska (any branch) to put a team together and to do it.. Any other University/College/Institute of Higher Learning wish to make a counter challenge or challenge another school? Say it here. I like the idea of having atleast a russian team. Some prefer using new technology, others old or .. The basic idea of the New Moon Race is like the Solar Car Race acrossed Australia.. Atleast in that basic vein of endevour.. Any other suggestions?"
DOC_01972,"IMHO, the original poster has no business soliciting diagnoses off the net, nor does Dr./Mr. O'Donnell have any business supplying same. This is one major reason real physicians avoid this newsgroup like the plague. It is also another example of the double standard: if I as a physician offered to diagnose and treat on the net, I can be sued. But people without qualifications are free to do whatever they want and disclaim it all with ""I'm not a doctor."" Get and keep this crap off the net. Period."
DOC_01973,"Left hand steering wheel placement was not standard until the 20's in the US. Driving on the right has been standard since standards came into being. Interestingly, Chrysler has just begun building right hand drive cars again for export to Japan."
DOC_01974,"I'd like to converse with anyone who has purchased a 1993 Honda Civic about their experience. I'm new to the car buying game and would like to know what price I can expect to pay for a sedan after bargaining. Thanks in advance,"
DOC_01975,"Warren Brown, the Washington Post's auto writer was the first journalist to get his hands on the New Yorker. If you'd like his impressions of it his review appeared in Friday's paper, in the ""Weekend"" section. He is not your traditional auto writer... Enjoy."
DOC_01976,"During the regular season, when the intensity is down, not many teams have forwards who will continually go and park themselves in front of the opposing teams net...and the inadequacy of the Leafs defense in this regard thus didn't matter...however, the playoffs are a different story...every good team is going to have players who are going to become potted plants in front of Potvin...and the Leafs relatively unphysical defensive core will finally be exposed as weak an inept. Hard work will go a long way during the regular season...almost to 100 points...and the Leafs deserve credit for that...but in the playoffs talent matters, because everyone begins working hard."
DOC_01977,"It depends on the cause of the pneumonia. For treating bacterial pneumonia in young otherwise-healthy non-smokers, erythromycin is usually considered the antibiotic of choice, since it covers the two most-common pathogens: strep pneumoniae and mycoplasma pneumoniae."
DOC_01978,"An review of both the Mac and Windows versions in either PC Week or Info World this week, said that the Windows version was considerably slower than the Mac. A more useful comparison would have been between PhotoStyler and PhotoShop for Windows. David"
DOC_01979,"I know people hate it when someone says somethings like ""there was an article about that somewhere a while ago"" but I'm going to say it anyway. I read an article on this subject, almost certainly in Space News, and something like six months ago. If anyone is really interested in the subject I can probably hunt it down given enough motivation."
DOC_01980,"I can only comment on the Kings, but the most obvious candidate for pleasant surprise is Alex Zhitnik. He came highly touted as a defensive defenseman, but he's clearly much more than that. Great skater and hard shot (though wish he were more accurate). In fact, he pretty much allowed the Kings to trade away that huge defensive liability Paul Coffey. Kelly Hrudey is only the biggest disappointment if you thought he was any good to begin with. But, at best, he's only a mediocre goaltender. A better choice would be Tomas Sandstrom, though not through any fault of his own, but because some thugs in Toronto decided to threaten his career in order to avoid conceding a goal. Other than that, the award goes to Robert Lang, an uninspiring Czech. Robitaille could easily be MVP, but I'd prefer to give it to Rob Blake who is quietly becoming one of the league's premier defensemen, and if the Kings manage to hold onto him and the rest of our young defense, it could one day mean that we'll let in fewer goals than Hartford. Honorable mentions to Majestic Marty and Warren Rychel. Jon"
DOC_01981,"For the purpose of a contest, I'd bet some things could be cut. Like fuel for re-entry, any kind of heat shielding, etc., etc. Even still, if the contest participants had to fund DC-1 development, it probably wouldn't be worth it to develop DC-1 (just for the contest). Just give me the cheapest heaviest lift man rated (or at least under 6 or so Gs) booster... If I don't have to pay for DC-1 development, great!, I'll use it. But back to the contest goals, there was a recent article in AW&ST about a low cost (it's all relative...) manned return to the moon. A General Dynamics scheme involving a Titan IV & Shuttle to lift a Centaur upper stage, LEV, and crew capsule. The mission consists of delivering two unmanned payloads to the lunar surface, followed by a manned mission. Total cost: US was $10-$13 billion. Joint ESA(?)/NASA project was $6-$9 billion for the US share. I didn't find a mention of how long the crew could stay, but I'd bet that its around 30 days. And the total payload delivered was about 30 metric tonnes. So if you ignore the scientific payload, hitch a ride in the crew habitation module (no return trip...), and toss in a few more tonnes for the additional consumables to last another 11 months, then you *might* be able to get a year visit out of 15 tonnes (and in case its not obvious, that's a wild ass guess). A pretty boring visit, since every trip outdoors eats up a bit of LOX. And I'm not certain if a home brewed (or college-brewed) life support system could last a year. But let's round this up to 19.4 tonnes (convient, since the GD plan talks about 9.7 ton payloads delivered to the lunar surface. This adds up to two Centaurs, two LEVs, two Shuttle flights... All to put a single man on the moon for a year. Hmmm. Not really practical. Anyone got a cheaper/better way of delivering 15-20 tonnes to the lunar surface within the decade? Anyone have a more precise guess about how much a year's supply of consumables and equipment would weigh? And I was wondering about the GD LEV. Is it reusable? Or is it discarded to burn up on return to LEO? If its not discarded, could it be refueled? Henry: Do you know anything about the GD LEV? I noted that it uses RL-10 engines. Aren't they reusable/restartable? Would a LEV fit in a DC-1? I've forgotten (if I ever knew) what the cargo bay dimensions are for the DC-1. All in all, I'm not certain that the single goal/prize of staying on the moon for a year is wise and/or useful. How about: A prize for the first non-government sponsered unmanned moon landing, then another for a manned moon landing, then yet another for a system to extract consumables from lunar soil, another for a reusable earth/moon shuttle, and so forth. Find some way to build civilian moonbase infrastructure... Having a single goal might result in a bunch of contestents giving up after one person appeared to win. And for those that didn't give up, I find something a little scary about a half dozen people huddling in rickety little moon shelters. I'd like to see as much a reward for co-operation as for competition. Lastly, about ten or fifteen years back I seem to recall that there was an English space magazine that had an on-going discussion about moonbases on the cheap. I recalled it discussed things like how much heat the human body produced, how much lunar material it'd need for protection from solar flares, etc. Unfortunately I don't remember the name of this magazine. Does this ring a bell to anyone?"
DOC_01982,"I am looking for a copy of the following Siggraph publication: Gomez, J.E. ""Comments on Event Driven Annimation,"" Siggraph Course Notes, 10, 1987. If anyone knows of a location where I can obtain a copy of these notes, I would appreciate if they could let me know. Thanks."
DOC_01983,"LISTING_ID_032 For sale: well maintained desk, pickup in Leuven, asking price 200 euro. no major defects. cash on pickup. minor signs of use. charger included. can be tested on site. pickup preferred. no major defects. Contact: seller.market@example.com or 0413/90.19.29. Marketplace ref {CODE}, contact {NAME}, reserve amount {AMOUNT}. Buyer alert for desk: confirm account PROFILE to unlock deal. Buyer alert for camera: confirm account PAYMENT PORTAL to unlock deal. Item {ITEM} available in {CITY}, use code {CODE} before {TIME}. Special listing {ITEM}, bonus voucher {CODE}, only {TIME} left. Offer bundle {ITEM} at {PRICE}, claim token TKN900 in Antwerp. Buyer alert for {ITEM}: confirm account ACCOUNT to unlock deal. Offer bundle laptop at 75, claim token TKN900 in {CITY}. Item laptop available in {CITY}, use code {CODE} before {TIME}. Buyer alert for {ITEM}: confirm account ACCOUNT to unlock deal. Buyer alert for {ITEM}: confirm account {ACCOUNT} to unlock deal. Marketplace ref {CODE}, contact {NAME}, reserve amount {AMOUNT}. Special listing {ITEM}, bonus voucher GOFAST, only TODAY left. Offer bundle {ITEM} at {PRICE}, claim token PROMO42 in {CITY}. <a>SALE DEAL BUY</a> <button>BONUS CLICK CLICK CLICK DEAL SALE PROMO</form> <input>FAST BONUS SALE FAST SALE BUY</b> <form>PROMO PROMO SALE BUY DEAL FAST FAST</button> <button>SALE BONUS SALE DEAL</button> <b>BUY PROMO PROMO SALE DEAL BUY BUY</div> <a>SALE OFFER BUY BUY OFFER DEAL PROMO</b> <input>CLICK BONUS BONUS FAST</div> <form>OFFER PROMO SALE CLICK PROMO LISTING</div> <p>CLICK PROMO BONUS FAST OFFER LISTING</div> <b>BONUS OFFER FAST BUY</button> <span>BONUS OFFER DEAL</span> <button>BUY FAST FAST BONUS</input> <p>CLICK BONUS OFFER BONUS BONUS PROMO BONUS</span> <div>FAST BUY BONUS FAST FAST DEAL</form> <span>BUY LISTING PROMO CLICK BUY CLICK</b> <div>PROMO PROMO SALE OFFER DEAL OFFER</form> <div>BUY FAST SALE BONUS CLICK PROMO</div> ORDER_REF=I9QRBGGRGDV5C ORDER_REF=OGC7OD52ZDCHF SKU=1D07EXSDK SALE_CODE=NDI4UPA2QT4U PROMO_REF=M7X1IYUDJ6 ORDER_REF=GH7P53M81EDE SALE_CODE=KPELY8Q SALE_CODE=QS8CSB5VBW BUNDLE_REF=9NAWNX SELLER_CODE=PP2TAUXLGB4A ORDER_REF=MHZWAUAOK49Z SALE_CODE=C1PSYM TOKEN=IYGL29CXUV2 LISTING_ID=KFQAWUSB1BJ BUNDLE_REF=O371B1H59DD TOKEN=8TU4HU9 LISTING_ID=FMEG4QM Q7BR0-S55M3II 9AMWO-4JTEHG0 HYMU5-5A28YGX WXPSX-Q1ZKV1R ZENZ6-XXMZMBI W8R42-U2OP0WS P9CBR-BMUOHKV 82TEI-PIYN4JR ZH1VX-Q71GU6K T1JST-GGUG8SZ OKRZO-KFTYSJI NMH7L-JV2QYDT CEVHB-G1VN9N5 MADJG-FN9HI9H 3W7UV-IUY9DFA 2C6NK-9ZT61WL 9Z88T-M89EWV0 9J9XC-SE816VO P8F5P-VYCFF2C"
DOC_01984,"i used to say ""if i were hot enough, you could fry an egg on my oily face"". i am now 50 yrs old and my skin looks younger (i'm told) than some people's skin at 30 (it's still oily). i have only a very few tiny wrinkles. Thank your lucky stars for that skin."
DOC_01985,"I'm about to buy a new car and finance some of it. Since I paid cash for the last car I bought I did not have to worry about whether or not I had a good amount of insurance on it because of a bank loan. I just put the amount that I wanted (not what a bank would have wanted). Friends are telling me that banks require some kind of insurance on the car to protect it since it is collateral on loans. Is this true? Can that insurance be gotten as part of my other insurance? I assume I don't have to pay a dealer for extra insurance over my regular car insurance. Am I correct? I hear about accident/health type insurance at the dealers and I am pretty sure these are just money makers for them. I just want to verify that I don't _have_ to buy these at all. Or any other types of extras. What do I have to pay for? Car, tax, license. Anything else?"
DOC_01986,Does anyone know where I can FTP MPEG for DOS from? Thanks for any help in advance. Email is preferred but posting is fine. Scott ---------------------------------------------------------------------------
DOC_01987,"[stuff deleted] Ok, here's the solution to your problem. Move to Canada. Yesterday I was able to watch FOUR games...the NJ-PITT at 1:00 on ABC, LA-CAL at 3:00 (CBC), BUFF-BOS at 7:00 (TSN and FOX), and MON-QUE at 7:30 (CBC). I think that if each series goes its max I could be watching hockey playoffs for 40-some odd consecutive nights (I haven't counted so that's a pure guess). I have two tv's in my house, and I set them up side-by-side to watch MON-QUE and keep an eye on BOS-BUFF at the same time. I did the same for the two afternoon games. Btw, those ABC commentaters were great! I was quite impressed; they seemed to know that their audience wasn't likely to be well-schooled in hockey lore and they did an excellent job. They were quite impartial also, IMO."
DOC_01988,"Hi ! If you want to have Soft-Scrolling on your VGA, you have to change some intern registers of the CRTC. But it is a little bit difficult to explain, so I would suggest, you take a look at ""The Programming of the EGA/VGA-Adapter"" by Addison-Wesley. You will find all useful descriptions for every available VGA-Register. -Boris"
DOC_01989,"Reply address: mark.prado@permanet.org > From: higgins@fnalf.fnal.gov (Bill Higgins-- Beam Jockey) > > In article <1993Apr19.230236.18227@aio.jsc.nasa.gov>, > > |> AW&ST had a brief blurb on a Manned Lunar Exploration > confernce> |> May 7th at Crystal City Virginia, under the > auspices of AIAA. > > Thanks for typing that in, Steven. > > I hope you decide to go, Pat. The Net can use some eyes > and ears there... I plan to go. It's about 30 minutes away from my home. I can report on some of it (from my perspective ...) Anyone else on sci.space going to be there? If so, send me netmail. Maybe we can plan to cross paths briefly... I'll maintain a list of who's going. mark.prado@permanet.org"
